GeneSymbol	cd8_eff	cd8_mem	th1_rest	th1_act	th2_rest	th2_act	cd4_mem_rest	cd4_mem_act	treg	nk_rest	nk_act	dc_rest	dc_act	pmn	baso	mast_pro	mast_naive	eos	tfh	mac_1	mac_2	mac_3	mac_4	mac_5	mac_6	mac_7
POU5F1	25.283144734787818	22.552850746917	20.28524660623154	21.058349694517272	19.09911860538899	20.794780002991956	24.094147513462502	20.575388189056852	31.648207065223588	18.828725574481513	21.860569665378605	17.983548445614044	20.84954472117874	28.860141182316333	1363.162500472525	830.2464357244089	8.718762209456894	13.661276122188008	19.440086410749103	11.270640044674373	8.985766763237168	9.902259053540854	10.036115166435216	9.818353976558976	12.679312447515796	8.212595789205292
CCR3	13.045527758193426	13.458655438260232	13.481174719447722	11.282752965331765	15.00877451608664	11.154344491569299	12.084117557338615	10.920847206263298	20.10075496904105	13.509670171400431	16.38294753712554	11.998985553937366	12.577232740844607	272.8386597454005	7.963821488172608	6.2296986932328595	9.19665364546631	1456.0559770764967	9.059850144990113	13.611637671308022	10.321445813759158	12.49807648794745	12.270772632248848	10.621665565804427	10.601727684034783	12.208562776227666
ACKR1	14.16191999266107	13.128420628693844	11.700300183420248	11.696478814845358	11.52104371336919	11.195650579603438	22.726016325914994	19.696369591414033	45.58199988469322	17.36477164291409	18.939335038233317	17.194051131395824	19.55126502601949	37.1832381950265	987.2389303697706	419.06771871314504	7.92448029382708	9.29098712375246	12.913229965165977	11.815698654490486	13.463531211155816	11.577740265313507	9.325146848544614	12.355386715209093	11.70848716591656	10.879005695960506
CCR4	10.638977805270939	13.959447097103476	10.813207056610976	10.920380534140712	13.87365567085043	15.74403426538209	51.38286288938152	86.74199939152054	169.28642781814975	20.954399304948222	19.358394619173716	17.51075931024692	20.389814967230084	33.543943089217045	10.19479256594069	10.168600290517377	14.308874860225902	21.46900732928162	21.12760728797083	35.93262688642705	33.45001287069618	39.46588622356993	35.71674975784682	33.87189314466888	30.420715296639333	33.03216318802372
HOXB3	34.08038112418799	8.961577113243939	43.259788218212435	50.83753927574018	42.47519571395199	23.437484728946668	9.383749291067199	9.467657946047149	99.81743113069166	9.027577627633462	10.086255114623674	11.983192383769383	9.644305649568645	12.435800268378625	28.02114429205543	36.61698311602452	14.014199516130375	16.862374116368738	18.75035766051792	9.210136042142361	9.376035082532477	11.17004747329974	10.78807203262831	8.96305420382199	7.407121647972169	9.22761494897582
KIR2DL4	11.922273425940432	16.243368222837002	13.718308592176186	14.877223773932771	13.150192502829254	13.311156793874105	16.772147302992924	15.026864363190667	16.55812382826663	87.55816184946774	288.5913499232181	16.645082473916496	18.100407727834703	21.193504133780365	102.07284020705974	69.3240297003402	12.963030099249135	23.60969571966272	11.953999123421605	12.008870134609394	14.403488704589106	14.204603130457182	14.342263405071703	15.366526601265589	11.528718775479325	16.96056266216285
FGR	198.0142078422484	63.625270016218614	18.52470733253409	25.2676318895786	17.947831241867906	19.90705123914535	28.546707854257136	20.689206876496986	14.392182031394347	742.8949348982437	176.6143963843945	447.999468329856	171.2808744529224	710.5178892127198	190.05254690121401	125.789164803399	55.48123094413334	269.8755476986994	13.852805046026962	93.66990423146441	153.033007399793	112.62801674194748	91.40346087663126	103.94174354768731	112.6237517247402	107.65377437954471
LGALS2	42.880991224791075	19.944021326958207	13.153407143977702	13.394535196126801	12.466115425262515	13.155912005486426	9.895851656956191	9.051260709146378	17.351711701506566	12.649040276562607	10.048714864354672	57.46612460328886	106.30181527613605	16.521817639377144	89.84117203252627	57.68980200296682	8.837142792388871	10.329491638034938	12.901271146666543	163.5677633502463	165.94994153210567	45.05092278668485	40.81424461203697	67.5526139400039	154.30527568191198	63.979086841067755
HIST1H2BF	56.977959414705815	392.0210285636935	28.257346531124185	29.845745357951262	29.210186338196554	26.75052477505812	17.328964501175374	19.159371306518896	19.788191207843614	21.37216983616972	16.721626852484725	26.077893863404235	47.74946370700463	38.144745141234466	9.09215328313401	9.132027065214347	18.41201850949662	64.66503542644038	35.569773314018946	19.045280269481474	19.546297600024825	15.955211855309285	16.219974782422973	22.32597904423791	15.143959879225607	24.2205939006615
HIST1H3F	8.997409121884028	6.242501575466723	7.833136672647285	7.7554059682030845	8.975164272613357	7.896319172762527	6.439535147439927	6.917950885033744	6.162662698539835	7.788476820396904	6.327935418401453	7.81296525237562	6.302848689777758	9.20887648880739	1787.243683519083	87.89847110147826	10.005489114746062	18.732423971262545	8.251272609560925	11.197139012027725	12.023762666892225	10.945557652105649	10.035015562558986	11.603424307744872	9.59896406597433	11.489994059463214
HIST1H2BI	21.29013494538315	162.50740079270193	15.107937824433002	14.789724456861336	15.662582509803983	14.528034271840239	9.282454590903155	9.245950264235454	40.92846178849181	10.677826546273275	8.78471395398182	12.487867963608178	15.279184271072586	10.280605139337357	11.193125400209835	12.257099471806137	14.75512764165167	30.887413061930783	21.4662803557549	17.418562218176213	18.584797650067266	15.318630628258013	15.01819997694316	21.37132763890815	13.74376138858556	22.462020611713307
HIST1H2BE	44.350056070696496	401.42463558635194	30.78719227611047	40.07974310233899	30.356443962556188	28.258161182108946	12.894240399314135	14.944569486838418	12.002209524296854	18.354344085957678	14.887963307217293	22.462639068320144	58.793092133487306	27.19211848299293	31.802416202521115	13.999932731195775	18.62622254161883	78.70971571134457	37.10478394267964	18.216743425426237	18.89651894277112	15.616140162692899	16.292447907567052	22.72012118465797	14.994629816461897	23.33904139451966
KRTAP5-8	41.226275284064826	25.97124266111676	31.274331150996574	44.14139007985697	30.446224889643943	39.752202524068196	98.37916509410034	68.12364123987955	280.5005263938844	50.347638014941815	58.68536991496117	49.66398090481998	75.13372506208076	134.918479381841	31.393651504563735	23.995409047780996	9.295806727550005	12.548431376429354	36.46194202291615	9.391306663350665	7.93419235556971	9.8031414783984	8.948631371129197	8.281888773265145	7.369653647238845	8.604473743211148
HIST1H2BH	40.25022106639209	99.18768858062928	22.5233400693234	25.949402103660873	26.531959209977355	21.97633606368692	10.90540353495407	14.246158191486643	8.96118201528179	10.385502411710952	10.973287839218218	11.696473793166284	37.22155342462601	14.022714123565374	3516.93971191096	1572.181551992285	7.2629879151915535	26.219526727854856	34.390202360023594	12.76099135104153	14.031227517593349	12.643405105212546	13.199721252741917	12.702551735150154	14.398556186553106	15.856145055075173
HIST1H2BB	10.602375986290971	11.40628563535558	9.396152009831518	10.023701866500133	10.335968245396593	9.883429845026756	7.871704919942886	7.48302688946402	8.864830717617332	6.570065091261479	7.158177217607963	7.071500463153016	7.532803600172831	6.597247724666886	2543.6230805361433	847.8667987153917	5.12426277780342	8.47835012111461	12.48588715955711	10.622835889713128	9.674462706811056	9.210221532858698	9.662758592313137	12.222141514782422	8.808718319302566	10.315464391931055
HIST1H1E	14.326643994901755	48.6994047284774	12.450898198077084	10.971218243858992	12.259973636715683	11.528207404994077	12.136928243642329	10.440831197301256	8.984930580890124	12.194324565660478	11.145916622550285	9.666787150284057	11.312008998810603	12.554378549930153	395.0469138036602	1317.8754152771066	7.815688423936443	14.507370332266825	18.133981379662448	15.407872619746174	9.259860128118936	8.204017283394505	8.505537658463126	17.721210166059308	10.12278900516477	20.74600866647008
POU4F3	7.426917423297076	10.41897767075899	10.303251522825343	10.733479726341699	10.342988675826389	10.470729028865025	8.15311747871369	7.903902135244812	7.958416573621486	8.121300343504837	7.224875221486394	8.067270195438082	7.340518644112401	7.598378436006476	1502.680567525559	763.345509205791	9.904778913383602	11.688599671357975	8.930039686425056	9.372942240360901	9.272359780095924	13.011787368266802	12.775622894950821	10.836064349420482	8.740538697012283	9.420769056933207
